4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
4500	9000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
500	1000
	
